,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price,district,street,house_number,underground,residential_complex
2360,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/280420965/,Краснодар,sale,flat,2,16,2,63.85,7725850,Прикубанский, Кирилла Россинского,3/1,,Хорошая погода
2361,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/301985625/,Краснодар,sale,flat,10,16,2,63.75,7713750,Прикубанский, Кирилла Россинского,3/1,,Хорошая погода
2362,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/297526184/,Краснодар,sale,flat,4,18,2,65.8,7738080,Карасунский, Виктора Казанцева,,,Первое место
2363,ЮГСИТИ Новостройки,representative_developer,https://krasnodar.cian.ru/sale/flat/301664247/,Краснодар,sale,flat,6,16,2,67.48,7715999,Прикубанский, Имени 75-летия Победы,26/1к2,,Квартал №6
2364,Квартиротека,representative_developer,https://krasnodar.cian.ru/sale/flat/299157351/,Краснодар,sale,flat,17,17,2,51.74,7689146,,,,,Cармат
2365,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/294348378/,Краснодар,sale,flat,2,21,2,59.17,7692100,Прикубанский,бульвар Адмиралтейский,1,,Эстет
2366,ТОЧНО,developer,https://krasnodar.cian.ru/sale/flat/296591481/,Краснодар,sale,flat,5,18,2,65.8,7738080,Карасунский, Виктора Казанцева,,,Первое место
2367,ТОЧНО,developer,https://krasnodar.cian.ru/sale/flat/296590619/,Краснодар,sale,flat,3,18,2,65.8,7738080,Карасунский, Юрия Радоняка,,,Первое место
2368,Семья,developer,https://krasnodar.cian.ru/sale/flat/283701460/,Краснодар,sale,flat,9,9,2,61.64,7705000,мкр. Калинино, Западный обход,44,,Друзья
2369,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/293348405/,Краснодар,sale,flat,11,16,2,63.7,7707700,Прикубанский, Кирилла Россинского,3/2к1,,Хорошая погода
2370,Континент,developer,https://krasnodar.cian.ru/sale/flat/291398867/,Краснодар,sale,flat,2,21,2,59.17,7692100,Прикубанский,бульвар Адмиралтейский,1,,Эстет
2371,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/301125938/,Краснодар,sale,flat,2,4,2,58.7,7739193,,,,,Микрорайон Новая Елизаветка
2372,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/299815338/,Краснодар,sale,flat,2,18,2,54.93,7732496,,,,,Архитектор
2373,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/292071733/,Краснодар,sale,flat,2,9,2,63.5,7690800,"на 2 этаже. Новый жилой комплекс ""Лето"" от застройщика ""ГК Дарстрой"" расположен по адресу город Краснодар", Западный Обход.,,,Лето
2374,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/298978324/,Краснодар,sale,flat,22,24,2,66.88,7715277,мкр. РИП,Российская ,,,Гулливер
2375,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/298978738/,Краснодар,sale,flat,24,24,2,68.62,7703967,мкр. РИП,Российская ,,,Гулливер
2376,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/289724595/,Краснодар,sale,flat,2,8,2,61.1,7698600,,,,,ЮГГЕ
2377,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/285175234/,Краснодар,sale,flat,1,9,2,52.3,7714250,мкр. Калинино, Западный обход,42лит2/7,,Sport Village
2378,ТОЧНО,developer,https://krasnodar.cian.ru/sale/flat/301172246/,Краснодар,sale,flat,2,18,2,66.7,7737200,Карасунский, Юрия Радоняка,,,Первое место
2379,Квартиротека,representative_developer,https://krasnodar.cian.ru/sale/flat/299374316/,Краснодар,sale,flat,1,9,2,45.0,7650000,мкр. Калинино, Западный обход,42лит2/1,,Sport Village
2380,Квартиротека,representative_developer,https://krasnodar.cian.ru/sale/flat/298960894/,Краснодар,sale,flat,3,18,2,61.25,7730975,Прикубанский, Наставников,,,Архитектор
2381,Квартиротека,representative_developer,https://krasnodar.cian.ru/sale/flat/299374251/,Краснодар,sale,flat,1,9,2,45.0,7650000,мкр. Калинино, Западный обход,42лит2/6,,Sport Village
2382,Неометрия,developer,https://krasnodar.cian.ru/sale/flat/288384584/,Краснодар,sale,flat,1,22,2,57.7,7720260,Прикубанский,шоссе Ближний Западный Обход,2к3,,Отражение
2383,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/294358432/,Краснодар,sale,flat,2,9,2,61.64,7705000,мкр. Калинино, Западный обход,44,,Друзья
2384,ЕкатеринодарИнвест-Строй,developer,https://krasnodar.cian.ru/sale/flat/294667750/,Краснодар,sale,flat,23,24,2,68.62,7703967,мкр. РИП,Российская ,,,Гулливер
2385,ЧФК,representative_developer,https://krasnodar.cian.ru/sale/flat/279960447/,Краснодар,sale,flat,1,8,2,61.2,7711200,,,,,ЮГГЕ
2386,Неометрия,developer,https://krasnodar.cian.ru/sale/flat/288551704/,Краснодар,sale,flat,21,23,2,57.9,7741230,,,,,Отражение
2387,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/297464399/,Краснодар,sale,flat,24,24,2,58.46,7787632,,,,,Микрорайон Любимово
2388,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/285187687/,Краснодар,sale,flat,9,9,2,62.75,7843750,мкр. Калинино, Западный обход,44,,Друзья
2389,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/280421220/,Краснодар,sale,flat,4,16,2,64.65,7822650,Прикубанский, Кирилла Россинского,3/1,,Хорошая погода
2390,AVA,representative_developer,https://krasnodar.cian.ru/sale/flat/301519324/,Краснодар,sale,flat,4,16,2,67.2,7795200,,,,,Зеленодар
2391,AVA,developer,https://krasnodar.cian.ru/sale/flat/301766321/,Краснодар,sale,flat,3,16,2,67.2,7795200,,,,,Зеленодар
2392,AVA,developer,https://krasnodar.cian.ru/sale/flat/301583968/,Краснодар,sale,flat,4,23,2,70.67,7780767,мкр. КСК,Уральская ,87/7,,URAL
2393,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/295362776/,Краснодар,sale,flat,3,18,2,45.0,7839999,Прикубанский, Героя Владислава Посадского,17,,Парк у дома
2394,ЧФК,representative_developer,https://krasnodar.cian.ru/sale/flat/279960488/,Краснодар,sale,flat,7,8,2,62.2,7837200,,,,,ЮГГЕ
2395,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/289724898/,Краснодар,sale,flat,5,8,2,62.2,7837200,,,,,ЮГГЕ
2396,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/299815447/,Краснодар,sale,flat,6,18,2,57.21,7838914,,,,,Архитектор
2397,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/298315349/,Краснодар,sale,flat,1,16,2,48.0,7848000,,,,,Самолет
2398,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/294361090/,Краснодар,sale,flat,3,9,2,54.49,7846560,мкр. Калинино, Имени Генерала Брусилова,5лит1.1,,Зеленая территория
2399,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/299788822/,Краснодар,sale,flat,8,18,2,64.4,7753760,,,,,Парк Победы - 2
2400,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/294359227/,Краснодар,sale,flat,13,16,2,64.0,7808000,,,,,Cармат
2401,Квартиротека,representative_developer,https://krasnodar.cian.ru/sale/flat/298960693/,Краснодар,sale,flat,6,18,2,57.21,7781704,,,,,Архитектор
2402,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/299782113/,Краснодар,sale,flat,1,7,2,62.51,7776244,,,,,Европа-Сити
2403,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/295662508/,Краснодар,sale,flat,2,16,2,64.3,7780300,Прикубанский, Кирилла Россинского,3/2,,Хорошая погода
2404,Европея,developer,https://krasnodar.cian.ru/sale/flat/301356238/,Краснодар,sale,flat,1,10,2,65.05,7832020,,,,,Европа-Сити
2405,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/297752831/,Краснодар,sale,flat,-1,-1,-1,202.0,7762500,Догма Парк мкр, Марины Цветаевой,17к1,,Аксиома
2406,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/299815105/,Краснодар,sale,flat,2,18,2,61.7,7849474,Прикубанский, Наставников,,,Архитектор
2407,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/301178824/,Краснодар,sale,flat,7,18,2,64.9,7788000,Карасунский, Юрия Радоняка,,,Первое место
2408,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/297525916/,Краснодар,sale,flat,2,18,2,65.8,7830200,Карасунский, Имени Виктора Нарыкова,,,Первое место
2409,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/296319559/,Краснодар,sale,flat,2,9,2,54.49,7846560,мкр. Калинино, Имени Генерала Брусилова,5лит1.1,,Зеленая территория
2410,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/294467656/,Краснодар,sale,flat,1,9,2,52.3,7818850,мкр. Калинино, Западный обход,42лит2/2,,Sport Village
2411,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/285177034/,Краснодар,sale,flat,1,9,2,52.3,7818850,мкр. Калинино, Западный обход,42лит2/4,,Sport Village
2412,Европея,developer,https://krasnodar.cian.ru/sale/flat/299342749/,Краснодар,sale,flat,5,10,2,67.88,7779048,,,,,Европа-Сити
2413,Девелопмент-юг,developer,https://krasnodar.cian.ru/sale/flat/294464189/,Краснодар,sale,flat,1,9,2,52.3,7818850,мкр. Калинино, Западный обход,42лит2/2,,Sport Village
2414,ТОЧНО,developer,https://krasnodar.cian.ru/sale/flat/296590158/,Краснодар,sale,flat,3,18,2,64.9,7788000,Карасунский, Имени Виктора Нарыкова,,,Первое место
2415,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/294358363/,Краснодар,sale,flat,2,9,2,63.95,7801900,мкр. Калинино, Западный обход,44,,Друзья
2416,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/294361469/,Краснодар,sale,flat,8,8,2,62.2,7837200,,,,,ЮГГЕ
2417,Квартиротека,representative_developer,https://krasnodar.cian.ru/sale/flat/299160838/,Краснодар,sale,flat,2,9,2,54.49,7846560,мкр. Калинино, Имени Генерала Брусилова,5лит1.1,,Зеленая территория
2418,Неометрия,developer,https://krasnodar.cian.ru/sale/flat/294024598/,Краснодар,sale,flat,15,15,2,49.0,7889400,,,,,Южане
2419,ИНСИТИ,developer,https://krasnodar.cian.ru/sale/flat/300841200/,Краснодар,sale,flat,12,24,2,66.7,7873935,,,,,Микрорайон Любимово
2420,ЮГСИТИ Новостройки,representative_developer,https://krasnodar.cian.ru/sale/flat/301674903/,Краснодар,sale,flat,4,9,2,68.07,7896120,Западный Город ЖК, Крылатская,,,Событие
2421,Стройград,developer,https://krasnodar.cian.ru/sale/flat/297075678/,Краснодар,sale,flat,8,9,2,67.9,7876400,Западный Город ЖК, Крылатская,,,Событие
